ImageName,GT_Index,Prob_Of_Softmax,SoftMaxPredict,Prob_Of_Openmax,OpenMaxPredict
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00034654.mat,0,0.9984806,0,0.9984849488414012,0
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00035439.mat,0,0.5420598,278,0.49739866854276416,278
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00037375.mat,0,0.5063566,0,0.3880285616252973,0
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00037383.mat,0,0.3036904,44,0.2677612541041062,44
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00037596.mat,0,0.9321148,0,0.9302258847149023,0
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00037834.mat,0,0.87634724,0,0.8507265710484649,0
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00037861.mat,0,0.99486846,0,0.9932225320244175,0
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00039222.mat,0,0.49053583,277,0.27093990788825967,1000
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00039454.mat,0,0.33156827,259,0.3670711098851909,259
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00039905.mat,0,0.9975761,0,0.9976057822834917,0
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00040358.mat,0,0.9527324,0,0.9523600700417709,0
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00040503.mat,0,0.13710186,371,0.19170810036204644,1000
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00040833.mat,0,0.999787,0,0.9997910575487821,0
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00041939.mat,0,0.8529064,0,0.8373561219111647,0
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00042430.mat,0,0.7217409,278,0.6519160499129201,278
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00042460.mat,0,0.36016116,277,0.31757023723041844,277
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00042670.mat,0,0.7110334,278,0.755639186627097,278
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00042699.mat,0,0.92018783,278,0.9452532811635027,278
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00043219.mat,0,0.9593415,280,0.9620630990399466,280
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00044954.mat,0,0.2822713,277,0.25913976817635787,278
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00045295.mat,0,0.39332187,278,0.44693349056438325,278
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00045866.mat,0,0.9985072,0,0.9985149471374809,0
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00045880.mat,0,0.9879161,0,0.9880537040859935,0
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00046145.mat,0,0.6414119,278,0.666298941482258,278
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00046252.mat,0,0.99290514,0,0.9927218755648981,0
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00046499.mat,0,0.9999569,0,0.9996964246835758,0
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00047804.mat,0,0.42926884,277,0.3325401587020977,278
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00048204.mat,0,0.79265815,0,0.7915930851557842,0
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00048440.mat,0,0.51273215,271,0.5258858886463874,271
./S_P_CloseSet\n01440764\sp_detail_ILSVRC2012_val_00048969.mat,0,0.99990624,0,0.9999114199746912,0
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00000172.mat,1,0.821026,212,0.8271515813852262,212
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00000236.mat,1,0.23382676,112,0.22016998984232358,112
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00000262.mat,1,0.6142999,1,0.5784438431778358,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00000307.mat,1,0.91487044,1,0.9312474511357648,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00000994.mat,1,0.99996215,1,0.9161803078046373,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00001224.mat,1,0.76985544,212,0.7674191116753406,212
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00001992.mat,1,0.29820785,212,0.2997227009583017,212
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00002241.mat,1,0.03992549,794,0.38280081318845194,1000
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00002297.mat,1,0.21985003,219,0.1586811893903677,219
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00002848.mat,1,0.20283465,1,0.22929653657306104,1000
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00002878.mat,1,0.96993124,212,0.9671452148199586,212
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00003077.mat,1,0.9124545,212,0.9139360912858336,212
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00003150.mat,1,0.79557693,1,0.797188465761843,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00003735.mat,1,0.6995881,1,0.7326032117918999,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00004655.mat,1,0.8150821,1,0.8163505344819943,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00004677.mat,1,0.19395101,90,0.42946101071098325,1000
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00004797.mat,1,0.5602259,212,0.5567627735155003,212
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00005842.mat,1,0.84230584,217,0.841257544940665,217
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00005870.mat,1,0.8998701,1,0.6873837027338293,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00006007.mat,1,0.36613423,1,0.35903407215094,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00006216.mat,1,0.970885,1,0.9727411642527531,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00009034.mat,1,1.0,1,0.9999607609541199,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00010363.mat,1,0.15526256,1,0.1407874248923078,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00010509.mat,1,0.9918168,1,0.9922910566007752,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00011914.mat,1,0.99805105,1,0.9945400060334064,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00012880.mat,1,0.15995471,801,0.5580998510031179,1000
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00013513.mat,1,0.9905157,1,0.9918275075282666,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00013623.mat,1,0.9990121,1,0.9953941326314124,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00016962.mat,1,0.9097706,1,0.7800470390779639,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00018075.mat,1,0.9999092,1,0.9999107231822221,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00019459.mat,1,0.1952925,988,0.20921704392304558,988
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00020436.mat,1,0.0894597,6,0.08350473268990663,6
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00020785.mat,1,0.91634893,1,0.922792270837357,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00020822.mat,1,0.9987545,1,0.9988826939674565,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00021905.mat,1,0.95655537,1,0.9685336613464234,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00022138.mat,1,0.99813175,1,0.9982543402153492,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00023869.mat,1,0.9787348,1,0.9818301181764901,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00028713.mat,1,0.76820946,1,0.7699910859076505,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00030060.mat,1,0.48529753,1,0.47319037738091224,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00030217.mat,1,0.9994485,1,0.9996565530069645,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00031138.mat,1,0.5602651,1,0.5379497330667479,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00032235.mat,1,0.6721664,1,0.6968874519570252,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00032258.mat,1,0.99699795,1,0.9972085047116035,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00032675.mat,1,0.9987532,1,0.9990057857139026,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00034386.mat,1,0.9929264,1,0.993668809658818,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00037846.mat,1,0.49214703,629,0.45577191953675317,629
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00038057.mat,1,0.5400522,1,0.5661000648706155,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00044095.mat,1,0.9326972,1,0.9200686375914484,1000
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00045761.mat,1,0.6108069,1,0.8760431225029915,1000
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00046915.mat,1,0.39049152,815,0.4435608966869521,815
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00046969.mat,1,0.9193465,1,0.4955674976794221,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00047396.mat,1,0.99431115,1,0.9953457563548616,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00047561.mat,1,0.9999199,1,0.9340866562385146,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00048840.mat,1,0.99975985,1,0.999825414461282,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00048864.mat,1,0.6333505,989,0.6232274114364509,989
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00049585.mat,1,0.98228514,1,0.9739862206027837,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00049617.mat,1,0.99917525,1,0.9919474294788649,1
./S_P_CloseSet\n01443537\sp_detail_ILSVRC2012_val_00049712.mat,1,0.2187523,1,0.19542915405233813,1
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00002338.mat,2,0.54569256,2,0.5467577337914903,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00002752.mat,2,0.9694707,2,0.9697749449337311,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00004311.mat,2,0.5730376,2,0.5777385418027967,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00004329.mat,2,0.66134864,2,0.6678395134951297,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00006491.mat,2,0.72247803,2,0.7368668793746054,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00008848.mat,2,0.60458565,4,0.6088347493221049,4
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00014467.mat,2,0.9916952,2,0.9932273415618372,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00015157.mat,2,0.23905437,146,0.24067200562068697,146
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00015220.mat,2,0.60128295,2,0.602846607386925,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00016168.mat,2,0.41655904,2,0.2652869584539451,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00016859.mat,2,0.88159215,2,0.8881649987633484,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00016988.mat,2,0.99955404,2,0.9996843511865446,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00017105.mat,2,0.12740684,768,0.12487893165302175,405
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00017194.mat,2,0.7277703,2,0.7350506835639532,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00019409.mat,2,0.28324133,149,0.4007194716278012,149
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00019435.mat,2,0.7361677,3,0.7385106952335938,3
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00020011.mat,2,0.9539137,2,0.9554593720079216,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00023185.mat,2,0.61471003,4,0.6218653798889477,4
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00024940.mat,2,0.7617764,3,0.76236391761424,3
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00025900.mat,2,0.84537953,2,0.8456052937252811,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00027063.mat,2,0.94700587,2,0.9481360481526261,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00027419.mat,2,0.447829,801,0.4613016790465281,801
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00027514.mat,2,0.79996955,3,0.800449042749656,3
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00028028.mat,2,0.52971256,2,0.5321854298367963,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00029481.mat,2,0.6959336,2,0.6976124177926717,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00030127.mat,2,0.9822801,2,0.98455051112599,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00031466.mat,2,0.6402567,2,0.6411144240079051,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00031720.mat,2,0.1592114,150,0.3361072642824176,1000
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00031808.mat,2,0.65338075,2,0.6686610391507672,1000
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00032288.mat,2,0.6145951,2,0.6155132064259393,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00032417.mat,2,0.8298739,3,0.8320137764469498,3
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00034950.mat,2,0.8619626,2,0.8185295185414377,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00035223.mat,2,0.22660406,692,0.1956986690006189,692
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00035774.mat,2,0.83853024,3,0.8394924415853504,3
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00036737.mat,2,0.15028243,33,0.137488382024813,5
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00037050.mat,2,0.7732922,2,0.7770969983422967,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00037135.mat,2,0.89990443,2,0.9001051765828615,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00037488.mat,2,0.5482812,2,0.5511055645677105,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00037998.mat,2,0.35335472,2,0.32368087565903725,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00039304.mat,2,0.4558378,2,0.46234124436645285,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00039445.mat,2,0.52506846,2,0.5678844529059697,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00039534.mat,2,0.32606214,147,0.3050805776972869,147
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00039865.mat,2,0.94395113,2,0.9454994394562182,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00040098.mat,2,0.8582568,3,0.8587437130410743,3
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00040710.mat,2,0.91407263,2,0.9151973176509591,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00042345.mat,2,0.23348701,279,0.9804819540282528,1000
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00044052.mat,2,0.68603814,4,0.6913623054539799,4
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00044896.mat,2,0.3480455,2,0.35083649377668513,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00045730.mat,2,0.7839881,2,0.7906650566280097,2
./S_P_CloseSet\n01484850\sp_detail_ILSVRC2012_val_00046171.mat,2,0.43582994,2,0.44087537243986075,2
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00002922.mat,3,0.8364894,3,0.6970894148244727,3
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00002969.mat,3,0.6523024,3,0.6589597246923976,3
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00003183.mat,3,0.5355439,2,0.5373433428166428,2
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00003204.mat,3,0.7766638,3,0.7769407888340026,3
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00007743.mat,3,0.9890954,3,0.9891173212616072,3
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00007875.mat,3,0.47095641,2,0.4722388145022964,2
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00008024.mat,3,0.608943,3,0.60942847626578,3
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00008108.mat,3,0.4963943,3,0.5335646061894647,3
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00010074.mat,3,0.28145224,3,0.30288023865146607,3
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00012328.mat,3,0.95948255,3,0.9597941984395998,3
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00013484.mat,3,0.9147817,3,0.9145496140271347,3
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00013628.mat,3,0.42744154,4,0.4282344402126654,4
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00015631.mat,3,0.3189898,4,0.331471375981575,4
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00018466.mat,3,0.64753675,3,0.6496270121653548,3
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00019424.mat,3,0.3769468,2,0.40166807181276704,2
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00023443.mat,3,0.48638588,3,0.4870979793533882,3
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00023935.mat,3,0.32927543,3,0.3385957026267287,3
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00024854.mat,3,0.62130094,4,0.62825124766478,4
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00024895.mat,3,0.9981669,3,0.9982832870194848,3
./S_P_CloseSet\n01491361\sp_detail_ILSVRC2012_val_00025133.mat,3,0.8094543,4,0.8107849024908834,4
