ImageName,GT_Index,Prob_Of_Softmax,SoftMaxPredict,Prob_Of_Openmax,OpenMaxPredict
./S_P_OpenSet\1001\sp_detail_n01641206_1054.mat,1000,0.15419865,312,0.1498545856209442,312
./S_P_OpenSet\1001\sp_detail_n01641206_10546.mat,1000,0.49726987,31,0.3865850745799209,31
./S_P_OpenSet\1001\sp_detail_n01641206_10556.mat,1000,0.29383868,341,0.28219038497806376,341
./S_P_OpenSet\1001\sp_detail_n01641206_10561.mat,1000,0.20199764,125,0.20510611996284553,125
./S_P_OpenSet\1001\sp_detail_n01641206_1058.mat,1000,0.3840186,32,0.38884767673838033,32
./S_P_OpenSet\1001\sp_detail_n01641206_10599.mat,1000,0.16562136,52,0.11797730316188708,52
./S_P_OpenSet\1001\sp_detail_n01641206_10605.mat,1000,0.4123881,32,0.4703080559535562,32
./S_P_OpenSet\1001\sp_detail_n01641206_10615.mat,1000,0.19111641,57,0.1883061321337202,57
./S_P_OpenSet\1001\sp_detail_n01641206_10633.mat,1000,0.49776572,32,0.519782227793111,32
./S_P_OpenSet\1001\sp_detail_n01641206_10669.mat,1000,0.21613646,31,0.15905971055435625,31
./S_P_OpenSet\1001\sp_detail_n01641206_10691.mat,1000,0.08176962,46,0.08226676124721405,46
./S_P_OpenSet\1001\sp_detail_n01641206_10693.mat,1000,0.27290577,64,0.27696693424130675,64
./S_P_OpenSet\1001\sp_detail_n01641391_10028.mat,1000,0.6196524,32,0.6243353093433557,32
./S_P_OpenSet\1001\sp_detail_n01641391_10035.mat,1000,0.6077403,316,0.6198448252992034,316
./S_P_OpenSet\1001\sp_detail_n01641391_10038.mat,1000,0.40670657,32,0.408993823349969,32
./S_P_OpenSet\1001\sp_detail_n01641391_10062.mat,1000,0.64574337,32,0.6647139126276255,32
./S_P_OpenSet\1001\sp_detail_n01641391_10063.mat,1000,0.2764326,30,0.2826484154250048,30
./S_P_OpenSet\1001\sp_detail_n01641391_10064.mat,1000,0.5189421,32,0.4650284384866782,32
./S_P_OpenSet\1001\sp_detail_n01641391_10077.mat,1000,0.17550693,32,0.17789773930084038,32
./S_P_OpenSet\1001\sp_detail_n01641391_10079.mat,1000,0.72732365,30,0.7221723971751203,30
./S_P_OpenSet\1001\sp_detail_n01641391_10086.mat,1000,0.20990674,32,0.2124158028789546,32
./S_P_OpenSet\1001\sp_detail_n01641391_10094.mat,1000,0.44293627,31,0.43629312915065466,31
./S_P_OpenSet\1001\sp_detail_n01641391_1011.mat,1000,0.18173227,57,0.17986693182052016,57
./S_P_OpenSet\1001\sp_detail_n01641391_10118.mat,1000,0.23791209,133,0.23310572703161894,133
./S_P_OpenSet\1001\sp_detail_n01641391_10144.mat,1000,0.9843731,32,0.9860476393465222,32
./S_P_OpenSet\1001\sp_detail_n01641391_10152.mat,1000,0.74273914,32,0.7458089563272291,32
./S_P_OpenSet\1001\sp_detail_n01641391_10222.mat,1000,0.66264343,30,0.6618088918018328,30
./S_P_OpenSet\1001\sp_detail_n01641391_10248.mat,1000,0.23017983,57,0.22273761022344876,57
./S_P_OpenSet\1001\sp_detail_n01641391_10264.mat,1000,0.65137273,47,0.6605828399546179,47
./S_P_OpenSet\1001\sp_detail_n01641391_10267.mat,1000,0.13222837,311,0.1371292809376917,311
./S_P_OpenSet\1001\sp_detail_n01641391_10287.mat,1000,0.1292902,57,0.12266279936635423,57
./S_P_OpenSet\1001\sp_detail_n01641391_10305.mat,1000,0.69371176,32,0.700640703100146,32
./S_P_OpenSet\1001\sp_detail_n01641391_1031.mat,1000,0.14958361,57,0.1487698616830988,57
./S_P_OpenSet\1001\sp_detail_n01641391_10336.mat,1000,0.70556504,30,0.6935964357608547,30
./S_P_OpenSet\1001\sp_detail_n01641391_10339.mat,1000,0.24378236,944,0.24676725096996738,944
./S_P_OpenSet\1001\sp_detail_n01641391_10340.mat,1000,0.8989248,32,0.8996458173348204,32
./S_P_OpenSet\1001\sp_detail_n01641391_10348.mat,1000,0.80074245,32,0.8022695755227944,32
./S_P_OpenSet\1001\sp_detail_n01641391_10354.mat,1000,0.18425545,57,0.1759121657152289,57
./S_P_OpenSet\1001\sp_detail_n01641391_1037.mat,1000,0.4100868,32,0.4132141625906415,32
./S_P_OpenSet\1001\sp_detail_n01641391_10370.mat,1000,0.74912184,32,0.7561668937718784,32
./S_P_OpenSet\1001\sp_detail_n01641391_10373.mat,1000,0.07904191,316,0.987698650567722,1000
./S_P_OpenSet\1001\sp_detail_n01641391_10379.mat,1000,0.4864215,30,0.4695737707669811,30
./S_P_OpenSet\1001\sp_detail_n01641391_10381.mat,1000,0.32494724,30,0.3807701729266856,1000
./S_P_OpenSet\1001\sp_detail_n01641391_10393.mat,1000,0.592984,32,0.5942926663984404,32
./S_P_OpenSet\1001\sp_detail_n01641391_10409.mat,1000,0.82957137,32,0.8272941238832354,32
./S_P_OpenSet\1001\sp_detail_n01641391_1041.mat,1000,0.9836834,32,0.9862833733908385,32
./S_P_OpenSet\1001\sp_detail_n01641391_10411.mat,1000,0.5994891,30,0.5923346032553016,30
./S_P_OpenSet\1001\sp_detail_n01641391_10420.mat,1000,0.72811186,30,0.7243122497495387,30
./S_P_OpenSet\1001\sp_detail_n01641391_1043.mat,1000,0.13473043,54,0.13405786687750343,54
./S_P_OpenSet\1001\sp_detail_n01641391_10448.mat,1000,0.44804773,32,0.40194895016195886,32
./S_P_OpenSet\1001\sp_detail_n01641391_10465.mat,1000,0.25694743,30,0.21965382858644925,30
./S_P_OpenSet\1001\sp_detail_n01641391_1047.mat,1000,0.95679015,32,0.962110892798514,32
./S_P_OpenSet\1001\sp_detail_n01641391_10484.mat,1000,0.7010559,32,0.7085624737410063,32
./S_P_OpenSet\1001\sp_detail_n01641391_10517.mat,1000,0.6134759,32,0.641206976040742,32
./S_P_OpenSet\1001\sp_detail_n01641391_10529.mat,1000,0.27759188,30,0.27321153439508544,30
./S_P_OpenSet\1001\sp_detail_n01641391_10544.mat,1000,0.80303127,30,0.7906664758755746,30
./S_P_OpenSet\1001\sp_detail_n01641391_1059.mat,1000,0.08441408,36,0.08544113413864836,36
./S_P_OpenSet\1001\sp_detail_n01641391_10608.mat,1000,0.6038955,32,0.62449836484175,32
./S_P_OpenSet\1001\sp_detail_n01641391_1061.mat,1000,0.74282116,32,0.7507986003219702,32
./S_P_OpenSet\1001\sp_detail_n01641391_10616.mat,1000,0.65213907,32,0.6823182255207534,32
./S_P_OpenSet\1001\sp_detail_n01641391_10622.mat,1000,0.8203019,32,0.8374777497976755,32
./S_P_OpenSet\1001\sp_detail_n01641391_10669.mat,1000,0.19016221,32,0.19422246451873465,32
./S_P_OpenSet\1001\sp_detail_n01779629_10012.mat,1000,0.25675234,119,0.18833372233943219,73
./S_P_OpenSet\1001\sp_detail_n01779629_10033.mat,1000,0.27739602,92,0.17519815805606323,300
./S_P_OpenSet\1001\sp_detail_n01779629_10050.mat,1000,0.48571008,78,0.5330628182639433,78
./S_P_OpenSet\1001\sp_detail_n01779629_10062.mat,1000,0.14323764,559,0.13137541674202638,559
./S_P_OpenSet\1001\sp_detail_n01779629_10107.mat,1000,0.91391885,78,0.9161791230361167,78
./S_P_OpenSet\1001\sp_detail_n01779629_10110.mat,1000,0.25273088,107,0.9091140780733673,1000
./S_P_OpenSet\1001\sp_detail_n01779629_10163.mat,1000,0.9483892,121,0.8924872018517174,121
./S_P_OpenSet\1001\sp_detail_n01779629_10176.mat,1000,0.08218095,310,0.07334644568862161,310
./S_P_OpenSet\1001\sp_detail_n01779629_10183.mat,1000,0.33300948,78,0.3455891488007809,78
./S_P_OpenSet\1001\sp_detail_n01779629_10310.mat,1000,0.12385352,126,0.12883416347778398,126
./S_P_OpenSet\1001\sp_detail_n01779629_10312.mat,1000,0.48016506,120,0.48203720854939797,120
./S_P_OpenSet\1001\sp_detail_n01779629_10316.mat,1000,0.09897745,996,0.10531387151872598,996
./S_P_OpenSet\1001\sp_detail_n01779629_10334.mat,1000,0.9828025,78,0.9838005601740824,78
./S_P_OpenSet\1001\sp_detail_n01779629_10336.mat,1000,0.15973853,73,0.19005464744657888,1000
./S_P_OpenSet\1001\sp_detail_n01779629_10347.mat,1000,0.8165976,78,0.8824499881868041,78
./S_P_OpenSet\1001\sp_detail_n01779629_1039.mat,1000,0.172186,993,0.15266410699438773,993
./S_P_OpenSet\1001\sp_detail_n01779629_10449.mat,1000,0.10178268,126,0.18057926759572016,1000
./S_P_OpenSet\1001\sp_detail_n01779629_10455.mat,1000,0.31798032,314,0.3261410337845386,314
./S_P_OpenSet\1001\sp_detail_n01779629_1046.mat,1000,0.6329885,78,0.6376636571996419,78
./S_P_OpenSet\1001\sp_detail_n01779629_1047.mat,1000,0.37277123,47,0.321383227345226,47
./S_P_OpenSet\1001\sp_detail_n01779629_10473.mat,1000,0.510718,107,0.531741254855291,107
./S_P_OpenSet\1001\sp_detail_n01779629_10476.mat,1000,0.38054448,78,0.4248277170304111,78
./S_P_OpenSet\1001\sp_detail_n01779629_10483.mat,1000,0.25919223,928,0.2953243089656284,112
./S_P_OpenSet\1001\sp_detail_n01779629_10497.mat,1000,0.2440594,76,0.14091513558819244,122
./S_P_OpenSet\1001\sp_detail_n01779629_10532.mat,1000,0.096007265,73,0.11509654187867693,1000
./S_P_OpenSet\1001\sp_detail_n01779629_10538.mat,1000,0.19440468,126,0.1962306009782511,126
./S_P_OpenSet\1001\sp_detail_n01779629_10584.mat,1000,0.46741572,78,0.48489402381337354,78
./S_P_OpenSet\1001\sp_detail_n01779629_10602.mat,1000,0.1689685,323,0.1320948020329039,989
./S_P_OpenSet\1001\sp_detail_n01779629_10629.mat,1000,0.62858206,126,0.6468582400742701,126
./S_P_OpenSet\1001\sp_detail_n01779629_10633.mat,1000,0.07384906,314,0.22768806110070156,1000
./S_P_OpenSet\1001\sp_detail_n01779629_10637.mat,1000,0.1545675,312,0.1500153825537119,312
./S_P_OpenSet\1001\sp_detail_n01779629_10656.mat,1000,0.37106884,126,0.3566596030501044,126
./S_P_OpenSet\1001\sp_detail_n01779629_10686.mat,1000,0.48775735,115,0.4848737879000812,115
./S_P_OpenSet\1001\sp_detail_n01779629_10697.mat,1000,0.16054651,80,0.23280626737476692,1000
./S_P_OpenSet\1001\sp_detail_n01779629_10728.mat,1000,0.65368193,989,0.6166712711738536,989
./S_P_OpenSet\1001\sp_detail_n01779629_10826.mat,1000,0.09680783,994,0.10001766598064603,994
./S_P_OpenSet\1001\sp_detail_n01779629_10835.mat,1000,0.5364584,73,0.79068514750118,1000
./S_P_OpenSet\1001\sp_detail_n01779629_10847.mat,1000,0.39678097,78,0.40622405251225624,78
./S_P_OpenSet\1001\sp_detail_n01779629_10851.mat,1000,0.12964508,394,0.8866983365762608,1000
./S_P_OpenSet\1001\sp_detail_n01779629_10854.mat,1000,0.13484386,51,0.7740507851533872,1000
./S_P_OpenSet\1001\sp_detail_n01779629_10896.mat,1000,0.36055422,73,0.36765233970370326,73
./S_P_OpenSet\1001\sp_detail_n01779629_10906.mat,1000,0.69973886,78,0.7239570750486932,78
./S_P_OpenSet\1001\sp_detail_n01779629_1093.mat,1000,0.72504556,989,0.7071217195442955,989
./S_P_OpenSet\1001\sp_detail_n01779629_10958.mat,1000,0.23802242,27,0.2053894942704651,27
./S_P_OpenSet\1001\sp_detail_n01779629_10976.mat,1000,0.8319233,301,0.5814956142268042,1000
./S_P_OpenSet\1001\sp_detail_n01779629_11020.mat,1000,0.3674468,989,0.3991630317107071,989
./S_P_OpenSet\1001\sp_detail_n01779629_11044.mat,1000,0.91621035,78,0.9255669787018187,78
./S_P_OpenSet\1001\sp_detail_n01779629_11060.mat,1000,0.3563248,989,0.2677164157925625,989
./S_P_OpenSet\1001\sp_detail_n01779629_11076.mat,1000,0.72381073,78,0.9233540110405102,1000
./S_P_OpenSet\1001\sp_detail_n01779629_11126.mat,1000,0.56035244,47,0.5809654060530042,47
./S_P_OpenSet\1001\sp_detail_n01786646_10.mat,1000,0.40546855,41,0.4106790220038218,41
./S_P_OpenSet\1001\sp_detail_n01786646_10015.mat,1000,0.17367771,53,0.1764075109693327,53
./S_P_OpenSet\1001\sp_detail_n01786646_10017.mat,1000,0.37793958,114,0.3792050945559008,114
./S_P_OpenSet\1001\sp_detail_n01786646_10021.mat,1000,0.4267238,114,0.4233466622119407,114
./S_P_OpenSet\1001\sp_detail_n01786646_10023.mat,1000,0.76093143,79,0.7592621882375625,79
./S_P_OpenSet\1001\sp_detail_n01786646_10032.mat,1000,0.9824228,677,0.6433970205130446,1000
./S_P_OpenSet\1001\sp_detail_n01786646_10034.mat,1000,0.4369339,53,0.44894610647028294,53
./S_P_OpenSet\1001\sp_detail_n01786646_10035.mat,1000,0.24753249,420,0.24130742699461524,420
./S_P_OpenSet\1001\sp_detail_n01786646_10051.mat,1000,0.441418,76,0.4067968698767814,76
./S_P_OpenSet\1001\sp_detail_n01786646_10062.mat,1000,0.38111788,79,0.9997584669426741,1000
./S_P_OpenSet\1001\sp_detail_n01786646_10075.mat,1000,0.29928455,110,0.301476263694763,110
./S_P_OpenSet\1001\sp_detail_n01786646_1008.mat,1000,0.89211595,79,0.8987475896746038,79
./S_P_OpenSet\1001\sp_detail_n01786646_10114.mat,1000,0.31350058,79,0.25285451944309917,79
./S_P_OpenSet\1001\sp_detail_n01786646_10117.mat,1000,0.92396367,79,0.928017902525896,79
./S_P_OpenSet\1001\sp_detail_n01786646_10122.mat,1000,0.16604382,936,0.14357743453487337,936
./S_P_OpenSet\1001\sp_detail_n01786646_10127.mat,1000,0.85580903,79,0.8741048153567441,79
./S_P_OpenSet\1001\sp_detail_n01786646_1013.mat,1000,0.24399407,44,0.2432476512660194,44
./S_P_OpenSet\1001\sp_detail_n01786646_10155.mat,1000,0.18203995,126,0.19195440112480636,126
./S_P_OpenSet\1001\sp_detail_n01786646_10161.mat,1000,0.60298115,506,0.9980649130328404,1000
./S_P_OpenSet\1001\sp_detail_n01786646_10179.mat,1000,0.11301199,79,0.23878571826779443,1000
./S_P_OpenSet\1001\sp_detail_n01786646_10185.mat,1000,0.35783473,52,0.3604021772970142,52
./S_P_OpenSet\1001\sp_detail_n01786646_10186.mat,1000,0.7421965,79,0.7457615420656605,79
./S_P_OpenSet\1001\sp_detail_n01786646_10191.mat,1000,0.28942916,126,0.29257698177449837,126
./S_P_OpenSet\1001\sp_detail_n01786646_10193.mat,1000,0.17148824,594,0.38176347936615335,1000
./S_P_OpenSet\1001\sp_detail_n01786646_1023.mat,1000,0.28003767,79,0.33046576838307484,328
./S_P_OpenSet\1001\sp_detail_n01786646_10242.mat,1000,0.44941488,52,0.4675096816811014,52
./S_P_OpenSet\1001\sp_detail_n01786646_10245.mat,1000,0.74415094,506,0.9560536268811551,1000
./S_P_OpenSet\1001\sp_detail_n01786646_10250.mat,1000,0.16576928,65,0.17255174832361417,65
./S_P_OpenSet\1001\sp_detail_n01786646_10254.mat,1000,0.753284,113,0.7580742464703413,113
./S_P_OpenSet\1001\sp_detail_n01786646_1026.mat,1000,0.9738773,79,0.977065565569711,79
./S_P_OpenSet\1001\sp_detail_n01786646_10268.mat,1000,0.13279387,644,0.14321923001144593,644
./S_P_OpenSet\1001\sp_detail_n01786646_10278.mat,1000,0.34664053,126,0.4828317113017865,126
./S_P_OpenSet\1001\sp_detail_n01786646_10301.mat,1000,0.22246456,111,0.2269149916384084,111
./S_P_OpenSet\1001\sp_detail_n01786646_10309.mat,1000,0.9716215,117,0.7595161309822206,117
./S_P_OpenSet\1001\sp_detail_n01786646_10324.mat,1000,0.23237793,79,0.2271094865744551,79
./S_P_OpenSet\1001\sp_detail_n01786646_10337.mat,1000,0.44787246,55,0.43017461632045667,55
./S_P_OpenSet\1001\sp_detail_n01786646_10338.mat,1000,0.6149522,52,0.5901032120291925,52
./S_P_OpenSet\1001\sp_detail_n01786646_10348.mat,1000,0.15884228,114,0.1577962691406109,114
./S_P_OpenSet\1001\sp_detail_n01786646_1035.mat,1000,0.30165592,79,0.3148932157737033,79
./S_P_OpenSet\1001\sp_detail_n01786646_10385.mat,1000,0.17053263,52,0.1560718607193649,79
./S_P_OpenSet\1001\sp_detail_n01786646_10387.mat,1000,0.52580833,79,0.49061445773682266,79
./S_P_OpenSet\1001\sp_detail_n01786646_10389.mat,1000,0.8522442,79,0.7748308330065131,79
./S_P_OpenSet\1001\sp_detail_n01786646_10390.mat,1000,0.9528767,79,0.9505544859447861,79
./S_P_OpenSet\1001\sp_detail_n01786646_10393.mat,1000,0.62048155,52,0.649606138519421,52
./S_P_OpenSet\1001\sp_detail_n01786646_10400.mat,1000,0.46397495,79,0.4678443171881301,79
./S_P_OpenSet\1001\sp_detail_n01786646_10406.mat,1000,0.16097496,79,0.17234135691276692,677
./S_P_OpenSet\1001\sp_detail_n01786646_10413.mat,1000,0.21278942,64,0.4683508390511223,1000
./S_P_OpenSet\1001\sp_detail_n01786646_10415.mat,1000,0.765946,79,0.48736736105476675,1000
./S_P_OpenSet\1001\sp_detail_n01786646_10419.mat,1000,0.8418654,114,0.8391664051357649,114
./S_P_OpenSet\1001\sp_detail_n01786646_10438.mat,1000,0.19265223,44,0.19347913393399235,44
./S_P_OpenSet\1001\sp_detail_n01787835_10001.mat,1000,0.5440978,35,0.5271195502276054,35
./S_P_OpenSet\1001\sp_detail_n01787835_10002.mat,1000,0.16916724,445,0.1580778386897794,445
./S_P_OpenSet\1001\sp_detail_n01787835_10011.mat,1000,0.2768706,112,0.2886617604421388,112
./S_P_OpenSet\1001\sp_detail_n01787835_10019.mat,1000,0.33428025,117,0.3334971865578377,117
./S_P_OpenSet\1001\sp_detail_n01787835_10025.mat,1000,0.43246776,6,0.43775382551250513,6
./S_P_OpenSet\1001\sp_detail_n01787835_10029.mat,1000,0.4185946,996,0.43763953800740013,996
./S_P_OpenSet\1001\sp_detail_n01787835_10033.mat,1000,0.11869305,69,0.962449663481222,1000
./S_P_OpenSet\1001\sp_detail_n01787835_10035.mat,1000,0.31974423,960,0.8048825078666431,1000
./S_P_OpenSet\1001\sp_detail_n01787835_10039.mat,1000,0.1065128,4,0.1042890233670776,4
./S_P_OpenSet\1001\sp_detail_n01787835_10047.mat,1000,0.69099396,314,0.6899330863952684,314
./S_P_OpenSet\1001\sp_detail_n01787835_10051.mat,1000,0.3759036,125,0.3665553383587435,125
./S_P_OpenSet\1001\sp_detail_n01787835_10055.mat,1000,0.12681936,977,0.14818953448958444,1000
./S_P_OpenSet\1001\sp_detail_n01787835_10070.mat,1000,0.18550456,316,0.20496963711064708,1000
./S_P_OpenSet\1001\sp_detail_n01787835_1008.mat,1000,0.54183865,9,0.5381289889378175,9
./S_P_OpenSet\1001\sp_detail_n01787835_10082.mat,1000,0.33064604,305,0.3316060056007458,305
./S_P_OpenSet\1001\sp_detail_n01787835_10083.mat,1000,0.3825646,391,0.4115550202485182,391
./S_P_OpenSet\1001\sp_detail_n01787835_10084.mat,1000,0.584256,116,0.5881275989035747,116
./S_P_OpenSet\1001\sp_detail_n01787835_10085.mat,1000,0.20189905,6,0.21559930537836944,6
./S_P_OpenSet\1001\sp_detail_n01787835_10096.mat,1000,0.5688791,6,0.5682588966199572,6
./S_P_OpenSet\1001\sp_detail_n01787835_10106.mat,1000,0.34241006,39,0.37593983614053933,39
./S_P_OpenSet\1001\sp_detail_n01787835_10116.mat,1000,0.26960132,13,0.20721967440421102,1000
./S_P_OpenSet\1001\sp_detail_n01787835_10124.mat,1000,0.38091815,913,0.2093590729026697,913
./S_P_OpenSet\1001\sp_detail_n01787835_10128.mat,1000,0.2042671,124,0.20714398521748673,124
./S_P_OpenSet\1001\sp_detail_n01787835_10131.mat,1000,0.17355514,428,0.1776787585455754,428
./S_P_OpenSet\1001\sp_detail_n01787835_10132.mat,1000,0.2784098,926,0.2213535667351067,926
./S_P_OpenSet\1001\sp_detail_n01787835_10135.mat,1000,0.09214632,391,0.09270191245523024,391
./S_P_OpenSet\1001\sp_detail_n01787835_10138.mat,1000,0.09573809,116,0.0968017042211231,116
./S_P_OpenSet\1001\sp_detail_n01787835_10149.mat,1000,0.23273501,112,0.753378612089026,1000
./S_P_OpenSet\1001\sp_detail_n01787835_10155.mat,1000,0.29947513,61,0.3016427011755835,61
./S_P_OpenSet\1001\sp_detail_n01787835_10157.mat,1000,0.21816023,68,0.21658936072039384,68
./S_P_OpenSet\1001\sp_detail_n01787835_10163.mat,1000,0.32621726,897,0.35339316358758727,897
./S_P_OpenSet\1001\sp_detail_n01787835_10183.mat,1000,0.48787552,5,0.5131508799060028,5
./S_P_OpenSet\1001\sp_detail_n01787835_10191.mat,1000,0.114921786,347,0.9610169842262849,1000
./S_P_OpenSet\1001\sp_detail_n01787835_10194.mat,1000,0.08321733,859,0.0765813206089754,859
./S_P_OpenSet\1001\sp_detail_n01787835_10195.mat,1000,0.15255246,34,0.1531371197717986,34
./S_P_OpenSet\1001\sp_detail_n01787835_10205.mat,1000,0.16214193,802,0.9914948009592978,1000
./S_P_OpenSet\1001\sp_detail_n01787835_10208.mat,1000,0.19267829,544,0.2003606584489937,544
./S_P_OpenSet\1001\sp_detail_n01787835_10211.mat,1000,0.2621141,107,0.18426784691166812,1000
./S_P_OpenSet\1001\sp_detail_n01787835_10215.mat,1000,0.17867664,69,0.17900940104030466,69
./S_P_OpenSet\1001\sp_detail_n01787835_10226.mat,1000,0.5229367,515,0.5281107335259076,515
./S_P_OpenSet\1001\sp_detail_n01787835_10227.mat,1000,0.119988084,801,0.13292359048284924,801
./S_P_OpenSet\1001\sp_detail_n01787835_10229.mat,1000,0.30373505,961,0.31352295834439914,961
./S_P_OpenSet\1001\sp_detail_n01787835_10231.mat,1000,0.44357315,150,0.5586685606388231,150
./S_P_OpenSet\1001\sp_detail_n01787835_10243.mat,1000,0.30290765,116,0.3069181303722851,116
./S_P_OpenSet\1001\sp_detail_n01787835_10248.mat,1000,0.35949546,118,0.38091813273533065,118
./S_P_OpenSet\1001\sp_detail_n01787835_10251.mat,1000,0.27018595,996,0.2965388776669734,996
./S_P_OpenSet\1001\sp_detail_n01787835_10254.mat,1000,0.58618087,69,0.47023132260386413,69
./S_P_OpenSet\1001\sp_detail_n01787835_10255.mat,1000,0.17683022,5,0.18108676376301236,5
./S_P_OpenSet\1001\sp_detail_n01787835_10258.mat,1000,0.13822922,36,0.14097389111780562,36
./S_P_OpenSet\1001\sp_detail_n01787835_10265.mat,1000,0.15651141,125,0.15849886044535894,125
./S_P_OpenSet\1001\sp_detail_n01803078_10007.mat,1000,0.7011676,90,0.6968610876436117,90
./S_P_OpenSet\1001\sp_detail_n01803078_10015.mat,1000,0.10015044,90,0.09105924106598218,90
./S_P_OpenSet\1001\sp_detail_n01803078_10025.mat,1000,0.61735606,86,0.6893683439426804,86
./S_P_OpenSet\1001\sp_detail_n01803078_10026.mat,1000,0.6223198,134,0.6354785067374811,134
./S_P_OpenSet\1001\sp_detail_n01803078_10048.mat,1000,0.49335632,86,0.5301789592453608,86
./S_P_OpenSet\1001\sp_detail_n01803078_10051.mat,1000,0.4312778,86,0.42661733713820116,86
./S_P_OpenSet\1001\sp_detail_n01803078_10060.mat,1000,0.30279008,15,0.29135863993363753,15
./S_P_OpenSet\1001\sp_detail_n01803078_10066.mat,1000,0.18581589,337,0.18930550485595266,337
./S_P_OpenSet\1001\sp_detail_n01803078_10082.mat,1000,0.43308455,86,0.4843089845832195,86
./S_P_OpenSet\1001\sp_detail_n01803078_10084.mat,1000,0.5854936,91,0.564728116569463,91
./S_P_OpenSet\1001\sp_detail_n01803078_10090.mat,1000,0.14777684,91,0.13148453502264598,91
